plane u v typecode idx captureblock slink captureblockidx fedid zside
40 -3 -6 ML-F3C 0 34 8 1 441 -1
40 -3 -5 ML-F3C 3 28 7 0 404 -1
40 -3 -4 ML-F3C 8 28 7 0 404 -1
40 -3 -3 ML-F3C 0 29 7 1 404 -1
40 -3 -2 ML-B3C 10 28 7 0 332 -1
40 -3 0 ML-T3C 0 24 6 0 283 -1
40 -3 1 ML-F3C 1 33 8 0 249 -1
40 -3 2 ML-F3C 6 33 8 0 249 -1
40 -3 3 ML-F3C 11 33 8 0 249 -1
40 -3 4 ML-F3C 0 34 8 1 249 -1
40 -3 5 ML-53C 6 28 7 0 212 -1
40 -2 -7 ML-53C 3 34 8 1 441 -1
40 -2 -6 ML-F3C 1 34 8 1 441 -1
40 -2 -5 ML-F3C 11 33 8 0 441 -1
40 -2 -4 ML-F3C 10 33 8 0 441 -1
40 -2 -3 ML-53C 7 28 7 0 404 -1
40 -2 2 ML-53C 5 33 8 0 249 -1
40 -2 3 ML-F3C 10 33 8 0 249 -1
40 -2 4 ML-F3C 3 28 7 0 212 -1
40 -2 5 ML-F3C 4 28 7 0 212 -1
40 -2 6 ML-53C 5 28 7 0 212 -1
40 -1 -7 ML-T3C 9 33 8 0 441 -1
40 -1 -6 ML-F3C 8 33 8 0 441 -1
40 -1 -5 ML-F3C 7 33 8 0 441 -1
40 -1 -4 ML-F3C 6 33 8 0 441 -1
40 -1 -3 ML-53C 5 33 8 0 441 -1
40 -1 3 ML-53C 7 28 7 0 212 -1
40 -1 4 ML-F3C 8 28 7 0 212 -1
40 -1 5 ML-F3C 9 28 7 0 212 -1
40 -1 6 ML-F3C 10 28 7 0 212 -1
40 -1 7 ML-B3C 11 28 7 0 212 -1
40 0 -6 ML-F3C 4 33 8 0 441 -1
40 0 -5 ML-F3C 3 33 8 0 441 -1
40 0 -4 ML-F3C 2 33 8 0 441 -1
40 0 -3 ML-F3C 1 33 8 0 441 -1
40 0 0 TM-B11B12 4 29 7 1 20 -1
40 0 1 TM-B11B12 8 29 7 1 20 -1
40 0 2 TM-B11B12 0 30 7 2 20 -1
40 0 3 TM-B11B12 4 34 8 1 57 -1
40 0 4 ML-F3C 0 29 7 1 212 -1
40 0 4 TM-B11B12 8 34 8 1 57 -1
40 0 5 ML-F3C 1 29 7 1 212 -1
40 0 5 TM-B11B12 0 35 8 2 57 -1
40 0 6 ML-F3C 2 29 7 1 212 -1
40 0 6 TM-B11B12 5 24 6 0 91 -1
40 0 7 ML-F3C 3 29 7 1 212 -1
40 0 7 TM-B11B12 9 24 6 0 91 -1
40 0 8 TM-B11B12 1 25 6 1 91 -1
40 0 9 TM-B11B12 11 29 7 1 140 -1
40 0 10 TM-B11B12 3 30 7 2 140 -1
40 0 11 TM-B11B12 7 30 7 2 140 -1
40 0 12 TM-B11B12 4 29 7 1 212 -1
40 0 13 TM-B11B12 8 29 7 1 212 -1
40 0 14 TM-B11B12 0 30 7 2 212 -1
40 0 15 TM-B11B12 4 34 8 1 249 -1
40 0 16 TM-B11B12 8 34 8 1 249 -1
40 0 17 TM-B11B12 0 35 8 2 249 -1
40 0 18 TM-B11B12 5 24 6 0 283 -1
40 0 19 TM-B11B12 9 24 6 0 283 -1
40 0 20 TM-B11B12 1 25 6 1 283 -1
40 0 21 TM-B11B12 11 29 7 1 332 -1
40 0 22 TM-B11B12 3 30 7 2 332 -1
40 0 23 TM-B11B12 7 30 7 2 332 -1
40 0 24 TM-B11B12 4 29 7 1 404 -1
40 0 25 TM-B11B12 8 29 7 1 404 -1
40 0 26 TM-B11B12 0 30 7 2 404 -1
40 0 27 TM-B11B12 4 34 8 1 441 -1
40 0 28 TM-B11B12 8 34 8 1 441 -1
40 0 29 TM-B11B12 0 35 8 2 441 -1
40 0 30 TM-B11B12 5 24 6 0 475 -1
40 0 31 TM-B11B12 9 24 6 0 475 -1
40 0 32 TM-B11B12 1 25 6 1 475 -1
40 0 33 TM-B11B12 11 29 7 1 524 -1
40 0 34 TM-B11B12 3 30 7 2 524 -1
40 0 35 TM-B11B12 7 30 7 2 524 -1
40 1 -6 ML-B3C 4 24 6 0 475 -1
40 1 -5 ML-F3C 3 24 6 0 475 -1
40 1 -4 ML-F3C 2 24 6 0 475 -1
40 1 -3 ML-F3C 1 24 6 0 475 -1
40 1 -2 ML-T3C 0 24 6 0 475 -1
40 1 0 TM-D8 5 29 7 1 20 -1
40 1 1 TM-D8 9 29 7 1 20 -1
40 1 2 TM-D8 1 30 7 2 20 -1
40 1 3 TM-D8 5 34 8 1 57 -1
40 1 4 TM-D8 9 34 8 1 57 -1
40 1 4 ML-B3C 10 28 7 0 140 -1
40 1 5 TM-D8 1 35 8 2 57 -1
40 1 5 ML-F3C 11 28 7 0 140 -1
40 1 6 TM-D8 6 24 6 0 91 -1
40 1 6 ML-F3C 0 29 7 1 140 -1
40 1 7 TM-D8 10 24 6 0 91 -1
40 1 7 ML-F3C 1 29 7 1 140 -1
40 1 8 TM-D8 2 25 6 1 91 -1
40 1 8 ML-T3C 2 29 7 1 140 -1
40 1 9 TM-D8 0 30 7 2 140 -1
40 1 10 TM-D8 4 30 7 2 140 -1
40 1 11 TM-D8 8 30 7 2 140 -1
40 1 12 TM-D8 5 29 7 1 212 -1
40 1 13 TM-D8 9 29 7 1 212 -1
40 1 14 TM-D8 1 30 7 2 212 -1
40 1 15 TM-D8 5 34 8 1 249 -1
40 1 16 TM-D8 9 34 8 1 249 -1
40 1 17 TM-D8 1 35 8 2 249 -1
40 1 18 TM-D8 6 24 6 0 283 -1
40 1 19 TM-D8 10 24 6 0 283 -1
40 1 20 TM-D8 2 25 6 1 283 -1
40 1 21 TM-D8 0 30 7 2 332 -1
40 1 22 TM-D8 4 30 7 2 332 -1
40 1 23 TM-D8 8 30 7 2 332 -1
40 1 24 TM-D8 5 29 7 1 404 -1
40 1 25 TM-D8 9 29 7 1 404 -1
40 1 26 TM-D8 1 30 7 2 404 -1
40 1 27 TM-D8 5 34 8 1 441 -1
40 1 28 TM-D8 9 34 8 1 441 -1
40 1 29 TM-D8 1 35 8 2 441 -1
40 1 30 TM-D8 6 24 6 0 475 -1
40 1 31 TM-D8 10 24 6 0 475 -1
40 1 32 TM-D8 2 25 6 1 475 -1
40 1 33 TM-D8 0 30 7 2 524 -1
40 1 34 TM-D8 4 30 7 2 524 -1
40 1 35 TM-D8 8 30 7 2 524 -1
40 2 -5 ML-F3C 11 23 5 3 474 -1
40 2 -4 ML-F3C 9 23 5 3 474 -1
40 2 -3 ML-F3C 7 23 5 3 474 -1
40 2 -2 ML-F3C 6 23 5 3 474 -1
40 2 0 TM-E8 6 29 7 1 20 -1
40 2 1 TM-E8 10 29 7 1 20 -1
40 2 2 TM-E8 2 30 7 2 20 -1
40 2 3 TM-E8 6 34 8 1 57 -1
40 2 4 TM-E8 10 34 8 1 57 -1
40 2 5 TM-E8 2 35 8 2 57 -1
40 2 5 ML-F3C 3 29 7 1 140 -1
40 2 6 TM-E8 7 24 6 0 91 -1
40 2 6 ML-F3C 4 29 7 1 140 -1
40 2 7 TM-E8 11 24 6 0 91 -1
40 2 7 ML-F3C 5 29 7 1 140 -1
40 2 8 TM-E8 3 25 6 1 91 -1
40 2 8 ML-F3C 6 29 7 1 140 -1
40 2 9 TM-E8 1 30 7 2 140 -1
40 2 10 TM-E8 5 30 7 2 140 -1
40 2 11 TM-E8 9 30 7 2 140 -1
40 2 12 TM-E8 6 29 7 1 212 -1
40 2 13 TM-E8 10 29 7 1 212 -1
40 2 14 TM-E8 2 30 7 2 212 -1
40 2 15 TM-E8 6 34 8 1 249 -1
40 2 16 TM-E8 10 34 8 1 249 -1
40 2 17 TM-E8 2 35 8 2 249 -1
40 2 18 TM-E8 7 24 6 0 283 -1
40 2 19 TM-E8 11 24 6 0 283 -1
40 2 20 TM-E8 3 25 6 1 283 -1
40 2 21 TM-E8 1 30 7 2 332 -1
40 2 22 TM-E8 5 30 7 2 332 -1
40 2 23 TM-E8 9 30 7 2 332 -1
40 2 24 TM-E8 6 29 7 1 404 -1
40 2 25 TM-E8 10 29 7 1 404 -1
40 2 26 TM-E8 2 30 7 2 404 -1
40 2 27 TM-E8 6 34 8 1 441 -1
40 2 28 TM-E8 10 34 8 1 441 -1
40 2 29 TM-E8 2 35 8 2 441 -1
40 2 30 TM-E8 7 24 6 0 475 -1
40 2 31 TM-E8 11 24 6 0 475 -1
40 2 32 TM-E8 3 25 6 1 475 -1
40 2 33 TM-E8 1 30 7 2 524 -1
40 2 34 TM-E8 5 30 7 2 524 -1
40 2 35 TM-E8 9 30 7 2 524 -1
40 3 -4 ML-F3C 10 23 5 3 474 -1
40 3 -3 ML-F3C 8 23 5 3 474 -1
40 3 -2 ML-F3C 7 29 7 1 524 -1
40 3 -1 ML-F3C 3 29 7 1 524 -1
40 3 0 TM-G8 7 29 7 1 20 -1
40 3 0 ML-B3C 10 28 7 0 524 -1
40 3 1 TM-G8 11 29 7 1 20 -1
40 3 2 TM-G8 3 30 7 2 20 -1
40 3 3 TM-G8 7 34 8 1 57 -1
40 3 4 TM-G8 11 34 8 1 57 -1
40 3 4 ML-T3C 0 24 6 0 91 -1
40 3 5 TM-G8 3 35 8 2 57 -1
40 3 5 ML-F3C 6 23 5 3 90 -1
40 3 6 TM-G8 8 24 6 0 91 -1
40 3 6 ML-F3C 7 29 7 1 140 -1
40 3 7 TM-G8 0 25 6 1 91 -1
40 3 7 ML-F3C 8 29 7 1 140 -1
40 3 8 TM-G8 4 25 6 1 91 -1
40 3 8 ML-F3C 9 29 7 1 140 -1
40 3 9 TM-G8 2 30 7 2 140 -1
40 3 10 TM-G8 6 30 7 2 140 -1
40 3 11 TM-G8 10 30 7 2 140 -1
40 3 12 TM-G8 7 29 7 1 212 -1
40 3 13 TM-G8 11 29 7 1 212 -1
40 3 14 TM-G8 3 30 7 2 212 -1
40 3 15 TM-G8 7 34 8 1 249 -1
40 3 16 TM-G8 11 34 8 1 249 -1
40 3 17 TM-G8 3 35 8 2 249 -1
40 3 18 TM-G8 8 24 6 0 283 -1
40 3 19 TM-G8 0 25 6 1 283 -1
40 3 20 TM-G8 4 25 6 1 283 -1
40 3 21 TM-G8 2 30 7 2 332 -1
40 3 22 TM-G8 6 30 7 2 332 -1
40 3 23 TM-G8 10 30 7 2 332 -1
40 3 24 TM-G8 7 29 7 1 404 -1
40 3 25 TM-G8 11 29 7 1 404 -1
40 3 26 TM-G8 3 30 7 2 404 -1
40 3 27 TM-G8 7 34 8 1 441 -1
40 3 28 TM-G8 11 34 8 1 441 -1
40 3 29 TM-G8 3 35 8 2 441 -1
40 3 30 TM-G8 8 24 6 0 475 -1
40 3 31 TM-G8 0 25 6 1 475 -1
40 3 32 TM-G8 4 25 6 1 475 -1
40 3 33 TM-G8 2 30 7 2 524 -1
40 3 34 TM-G8 6 30 7 2 524 -1
40 3 35 TM-G8 10 30 7 2 524 -1
40 4 -3 ML-F3C 10 29 7 1 524 -1
40 4 -2 ML-F3C 8 29 7 1 524 -1
40 4 -1 ML-F3C 4 29 7 1 524 -1
40 4 0 ML-F3C 11 28 7 0 524 -1
40 4 1 ML-F3C 0 29 7 1 20 -1
40 4 2 ML-53C 7 28 7 0 20 -1
40 4 3 ML-53C 5 33 8 0 57 -1
40 4 4 ML-F3C 1 33 8 0 57 -1
40 4 5 ML-F3C 1 24 6 0 91 -1
40 4 6 ML-F3C 7 23 5 3 90 -1
40 4 7 ML-F3C 8 23 5 3 90 -1
40 4 8 ML-F3C 10 29 7 1 140 -1
40 5 -2 ML-F3C 9 29 7 1 524 -1
40 5 -1 ML-F3C 5 29 7 1 524 -1
40 5 0 ML-F3C 0 29 7 1 524 -1
40 5 1 ML-F3C 1 29 7 1 20 -1
40 5 2 ML-F3C 8 28 7 0 20 -1
40 5 3 ML-F3C 10 33 8 0 57 -1
40 5 4 ML-F3C 6 33 8 0 57 -1
40 5 5 ML-F3C 2 33 8 0 57 -1
40 5 6 ML-F3C 2 24 6 0 91 -1
40 5 7 ML-F3C 9 23 5 3 90 -1
40 5 8 ML-F3C 10 23 5 3 90 -1
40 6 -1 ML-F3C 6 29 7 1 524 -1
40 6 0 ML-F3C 1 29 7 1 524 -1
40 6 1 ML-F3C 2 29 7 1 20 -1
40 6 2 ML-F3C 9 28 7 0 20 -1
40 6 3 ML-F3C 3 28 7 0 20 -1
40 6 4 ML-F3C 11 33 8 0 57 -1
40 6 5 ML-F3C 7 33 8 0 57 -1
40 6 6 ML-F3C 3 33 8 0 57 -1
40 6 7 ML-F3C 3 24 6 0 91 -1
40 6 8 ML-F3C 11 23 5 3 90 -1
40 7 0 ML-T3C 2 29 7 1 524 -1
40 7 1 ML-F3C 3 29 7 1 20 -1
40 7 2 ML-F3C 10 28 7 0 20 -1
40 7 3 ML-F3C 4 28 7 0 20 -1
40 7 4 ML-F3C 0 34 8 1 57 -1
40 7 5 ML-F3C 1 34 8 1 57 -1
40 7 6 ML-F3C 8 33 8 0 57 -1
40 7 7 ML-F3C 4 33 8 0 57 -1
40 7 8 ML-B3C 4 24 6 0 91 -1
40 8 2 ML-B3C 11 28 7 0 20 -1
40 8 3 ML-53C 5 28 7 0 20 -1
40 8 4 ML-53C 6 28 7 0 20 -1
40 8 5 ML-53C 2 34 8 1 57 -1
40 8 6 ML-53C 3 34 8 1 57 -1
40 8 7 ML-T3C 9 33 8 0 57 -1
41 -8 -7 ML-T3C 1 26 6 2 283 -1
41 -8 -6 ML-53C 5 26 6 2 283 -1
41 -8 -5 ML-53C 7 26 6 2 283 -1
41 -8 -4 ML-53C 9 29 7 1 344 -1
41 -8 -3 ML-53C 10 29 7 1 344 -1
41 -8 -2 ML-B3C 3 30 7 2 344 -1
41 -7 -8 ML-B3C 11 30 7 2 452 -1
41 -7 -7 ML-F3C 8 25 6 1 283 -1
41 -7 -6 ML-F3C 0 26 6 2 283 -1
41 -7 -5 ML-F3C 4 26 6 2 283 -1
41 -7 -4 ML-F3C 6 26 6 2 283 -1
41 -7 -3 ML-F3C 8 29 7 1 344 -1
41 -7 -2 ML-F3C 2 30 7 2 344 -1
41 -7 -1 ML-F3C 7 30 7 2 344 -1
41 -7 0 ML-T3C 8 24 6 0 199 -1
41 -6 -8 ML-F3C 5 30 7 2 452 -1
41 -6 -7 ML-F3C 10 30 7 2 452 -1
41 -6 -6 ML-F3C 7 25 6 1 283 -1
41 -6 -5 ML-F3C 11 25 6 1 283 -1
41 -6 -4 ML-F3C 3 26 6 2 283 -1
41 -6 -3 ML-F3C 7 29 7 1 344 -1
41 -6 -2 ML-F3C 1 30 7 2 344 -1
41 -6 -1 ML-F3C 6 30 7 2 344 -1
41 -6 0 ML-F3C 7 24 6 0 199 -1
41 -6 1 ML-F3C 0 25 6 1 199 -1
41 -5 -8 ML-F3C 6 30 7 2 452 -1
41 -5 -7 ML-F3C 3 30 7 2 452 -1
41 -5 -6 ML-F3C 9 30 7 2 452 -1
41 -5 -5 ML-F3C 6 25 6 1 283 -1
41 -5 -4 ML-F3C 10 25 6 1 283 -1
41 -5 -3 ML-F3C 2 26 6 2 283 -1
41 -5 -2 ML-F3C 0 30 7 2 344 -1
41 -5 -1 ML-F3C 5 30 7 2 344 -1
41 -5 0 ML-F3C 6 24 6 0 199 -1
41 -5 1 ML-F3C 11 24 6 0 199 -1
41 -5 2 ML-F3C 4 25 6 1 199 -1
41 -4 -8 ML-F3C 3 25 6 1 391 -1
41 -4 -7 ML-F3C 4 30 7 2 452 -1
41 -4 -6 ML-F3C 2 30 7 2 452 -1
41 -4 -5 ML-F3C 8 30 7 2 452 -1
41 -4 -4 ML-F3C 5 25 6 1 283 -1
41 -4 -3 ML-53C 9 25 6 1 283 -1
41 -4 -2 ML-53C 11 29 7 1 344 -1
41 -4 -1 ML-F3C 4 30 7 2 344 -1
41 -4 0 ML-F3C 5 24 6 0 199 -1
41 -4 1 ML-F3C 10 24 6 0 199 -1
41 -4 2 ML-F3C 2 25 6 1 199 -1
41 -4 3 ML-F3C 3 25 6 1 199 -1
41 -3 -8 ML-F3C 4 25 6 1 391 -1
41 -3 -7 ML-F3C 2 25 6 1 391 -1
41 -3 -6 ML-F3C 1 25 6 1 391 -1
41 -3 -5 ML-F3C 1 30 7 2 452 -1
41 -3 -4 ML-T3C 7 30 7 2 452 -1
41 -3 0 ML-B3C 4 24 6 0 199 -1
41 -3 1 ML-F3C 9 24 6 0 199 -1
41 -3 2 ML-F3C 1 25 6 1 199 -1
41 -3 3 ML-F3C 4 30 7 2 260 -1
41 -3 4 ML-F3C 6 30 7 2 260 -1
41 -2 -8 ML-F3C 0 25 6 1 391 -1
41 -2 -7 ML-F3C 11 24 6 0 391 -1
41 -2 -6 ML-F3C 10 24 6 0 391 -1
41 -2 -5 ML-F3C 9 24 6 0 391 -1
41 -2 2 ML-F3C 1 30 7 2 260 -1
41 -2 3 ML-F3C 2 30 7 2 260 -1
41 -2 4 ML-F3C 3 30 7 2 260 -1
41 -2 5 ML-F3C 5 30 7 2 260 -1
41 -1 -8 ML-T3C 8 24 6 0 391 -1
41 -1 -7 ML-F3C 7 24 6 0 391 -1
41 -1 -6 ML-F3C 6 24 6 0 391 -1
41 -1 -5 ML-F3C 5 24 6 0 391 -1
41 -1 -4 ML-B3C 4 24 6 0 391 -1
41 -1 2 ML-T3C 7 30 7 2 260 -1
41 -1 3 ML-F3C 8 30 7 2 260 -1
41 -1 4 ML-F3C 9 30 7 2 260 -1
41 -1 5 ML-F3C 10 30 7 2 260 -1
41 -1 6 ML-B3C 11 30 7 2 260 -1
41 0 -7 ML-F3C 7 30 7 2 536 -1
41 0 -6 ML-F3C 6 30 7 2 536 -1
41 0 -5 ML-F3C 5 30 7 2 536 -1
41 0 -4 ML-F3C 4 30 7 2 536 -1
41 0 0 TM-B11B12 0 31 7 3 68 -1
41 0 1 TM-B11B12 4 31 7 3 68 -1
41 0 2 TM-B11B12 8 31 7 3 68 -1
41 0 3 TM-B11B12 5 25 6 1 7 -1
41 0 3 ML-F3C 5 25 6 1 91 -1
41 0 4 TM-B11B12 9 25 6 1 7 -1
41 0 4 ML-F3C 6 25 6 1 91 -1
41 0 5 TM-B11B12 1 26 6 2 7 -1
41 0 5 ML-F3C 7 25 6 1 91 -1
41 0 6 ML-F3C 8 25 6 1 91 -1
41 0 6 TM-B11B12 8 30 7 2 152 -1
41 0 7 TM-B11B12 0 31 7 3 152 -1
41 0 8 TM-B11B12 4 31 7 3 152 -1
41 0 9 TM-B11B12 8 26 6 2 91 -1
41 0 10 TM-B11B12 0 27 6 3 91 -1
41 0 11 TM-B11B12 4 27 6 3 91 -1
41 0 12 TM-B11B12 0 31 7 3 260 -1
41 0 13 TM-B11B12 4 31 7 3 260 -1
41 0 14 TM-B11B12 8 31 7 3 260 -1
41 0 15 TM-B11B12 5 25 6 1 199 -1
41 0 16 TM-B11B12 9 25 6 1 199 -1
41 0 17 TM-B11B12 1 26 6 2 199 -1
41 0 18 TM-B11B12 8 30 7 2 344 -1
41 0 19 TM-B11B12 0 31 7 3 344 -1
41 0 20 TM-B11B12 4 31 7 3 344 -1
41 0 21 TM-B11B12 8 26 6 2 283 -1
41 0 22 TM-B11B12 0 27 6 3 283 -1
41 0 23 TM-B11B12 4 27 6 3 283 -1
41 0 24 TM-B11B12 0 31 7 3 452 -1
41 0 25 TM-B11B12 4 31 7 3 452 -1
41 0 26 TM-B11B12 8 31 7 3 452 -1
41 0 27 TM-B11B12 5 25 6 1 391 -1
41 0 28 TM-B11B12 9 25 6 1 391 -1
41 0 29 TM-B11B12 1 26 6 2 391 -1
41 0 30 TM-B11B12 8 30 7 2 536 -1
41 0 31 TM-B11B12 0 31 7 3 536 -1
41 0 32 TM-B11B12 4 31 7 3 536 -1
41 0 33 TM-B11B12 8 26 6 2 475 -1
41 0 34 TM-B11B12 0 27 6 3 475 -1
41 0 35 TM-B11B12 4 27 6 3 475 -1
41 1 -7 ML-B3C 3 30 7 2 536 -1
41 1 -6 ML-F3C 2 30 7 2 536 -1
41 1 -5 ML-F3C 1 30 7 2 536 -1
41 1 -4 ML-F3C 0 30 7 2 536 -1
41 1 -3 ML-53C 11 29 7 1 536 -1
41 1 0 TM-D8 1 31 7 3 68 -1
41 1 1 TM-D8 5 31 7 3 68 -1
41 1 2 TM-D8 9 31 7 3 68 -1
41 1 3 TM-D8 6 25 6 1 7 -1
41 1 3 ML-53C 9 25 6 1 91 -1
41 1 4 TM-D8 10 25 6 1 7 -1
41 1 4 ML-F3C 10 25 6 1 91 -1
41 1 5 TM-D8 2 26 6 2 7 -1
41 1 5 ML-F3C 11 25 6 1 91 -1
41 1 6 ML-F3C 0 26 6 2 91 -1
41 1 6 TM-D8 9 30 7 2 152 -1
41 1 7 ML-T3C 1 26 6 2 91 -1
41 1 7 TM-D8 1 31 7 3 152 -1
41 1 8 TM-D8 5 31 7 3 152 -1
41 1 9 TM-D8 9 26 6 2 91 -1
41 1 10 TM-D8 1 27 6 3 91 -1
41 1 11 TM-D8 5 27 6 3 91 -1
41 1 12 TM-D8 1 31 7 3 260 -1
41 1 13 TM-D8 5 31 7 3 260 -1
41 1 14 TM-D8 9 31 7 3 260 -1
41 1 15 TM-D8 6 25 6 1 199 -1
41 1 16 TM-D8 10 25 6 1 199 -1
41 1 17 TM-D8 2 26 6 2 199 -1
41 1 18 TM-D8 9 30 7 2 344 -1
41 1 19 TM-D8 1 31 7 3 344 -1
41 1 20 TM-D8 5 31 7 3 344 -1
41 1 21 TM-D8 9 26 6 2 283 -1
41 1 22 TM-D8 1 27 6 3 283 -1
41 1 23 TM-D8 5 27 6 3 283 -1
41 1 24 TM-D8 1 31 7 3 452 -1
41 1 25 TM-D8 5 31 7 3 452 -1
41 1 26 TM-D8 9 31 7 3 452 -1
41 1 27 TM-D8 6 25 6 1 391 -1
41 1 28 TM-D8 10 25 6 1 391 -1
41 1 29 TM-D8 2 26 6 2 391 -1
41 1 30 TM-D8 9 30 7 2 536 -1
41 1 31 TM-D8 1 31 7 3 536 -1
41 1 32 TM-D8 5 31 7 3 536 -1
41 1 33 TM-D8 9 26 6 2 475 -1
41 1 34 TM-D8 1 27 6 3 475 -1
41 1 35 TM-D8 5 27 6 3 475 -1
41 2 -6 ML-53C 10 29 7 1 536 -1
41 2 -5 ML-F3C 8 29 7 1 536 -1
41 2 -4 ML-F3C 7 29 7 1 536 -1
41 2 -3 ML-F3C 2 26 6 2 475 -1
41 2 -2 ML-53C 9 25 6 1 475 -1
41 2 0 TM-E8 2 31 7 3 68 -1
41 2 1 TM-E8 6 31 7 3 68 -1
41 2 2 TM-E8 10 31 7 3 68 -1
41 2 3 TM-E8 7 25 6 1 7 -1
41 2 3 ML-53C 11 29 7 1 152 -1
41 2 4 TM-E8 11 25 6 1 7 -1
41 2 4 ML-F3C 2 26 6 2 91 -1
41 2 5 TM-E8 3 26 6 2 7 -1
41 2 5 ML-F3C 3 26 6 2 91 -1
41 2 6 ML-F3C 4 26 6 2 91 -1
41 2 6 TM-E8 10 30 7 2 152 -1
41 2 7 ML-53C 5 26 6 2 91 -1
41 2 7 TM-E8 2 31 7 3 152 -1
41 2 8 TM-E8 6 31 7 3 152 -1
41 2 9 TM-E8 10 26 6 2 91 -1
41 2 10 TM-E8 2 27 6 3 91 -1
41 2 11 TM-E8 6 27 6 3 91 -1
41 2 12 TM-E8 2 31 7 3 260 -1
41 2 13 TM-E8 6 31 7 3 260 -1
41 2 14 TM-E8 10 31 7 3 260 -1
41 2 15 TM-E8 7 25 6 1 199 -1
41 2 16 TM-E8 11 25 6 1 199 -1
41 2 17 TM-E8 3 26 6 2 199 -1
41 2 18 TM-E8 10 30 7 2 344 -1
41 2 19 TM-E8 2 31 7 3 344 -1
41 2 20 TM-E8 6 31 7 3 344 -1
41 2 21 TM-E8 10 26 6 2 283 -1
41 2 22 TM-E8 2 27 6 3 283 -1
41 2 23 TM-E8 6 27 6 3 283 -1
41 2 24 TM-E8 2 31 7 3 452 -1
41 2 25 TM-E8 6 31 7 3 452 -1
41 2 26 TM-E8 10 31 7 3 452 -1
41 2 27 TM-E8 7 25 6 1 391 -1
41 2 28 TM-E8 11 25 6 1 391 -1
41 2 29 TM-E8 3 26 6 2 391 -1
41 2 30 TM-E8 10 30 7 2 536 -1
41 2 31 TM-E8 2 31 7 3 536 -1
41 2 32 TM-E8 6 31 7 3 536 -1
41 2 33 TM-E8 10 26 6 2 475 -1
41 2 34 TM-E8 2 27 6 3 475 -1
41 2 35 TM-E8 6 27 6 3 475 -1
41 3 -5 ML-53C 9 29 7 1 536 -1
41 3 -4 ML-F3C 6 26 6 2 475 -1
41 3 -3 ML-F3C 3 26 6 2 475 -1
41 3 -2 ML-F3C 10 25 6 1 475 -1
41 3 -1 ML-F3C 5 25 6 1 475 -1
41 3 0 ML-T3C 7 30 7 2 68 -1
41 3 0 TM-G8 3 31 7 3 68 -1
41 3 1 TM-G8 7 31 7 3 68 -1
41 3 2 ML-B3C 4 24 6 0 7 -1
41 3 2 TM-G8 11 31 7 3 68 -1
41 3 3 TM-G8 8 25 6 1 7 -1
41 3 3 ML-F3C 4 30 7 2 152 -1
41 3 4 TM-G8 0 26 6 2 7 -1
41 3 4 ML-F3C 0 30 7 2 152 -1
41 3 5 TM-G8 4 26 6 2 7 -1
41 3 5 ML-F3C 7 29 7 1 152 -1
41 3 6 ML-F3C 6 26 6 2 91 -1
41 3 6 TM-G8 11 30 7 2 152 -1
41 3 7 ML-53C 7 26 6 2 91 -1
41 3 7 TM-G8 3 31 7 3 152 -1
41 3 8 TM-G8 7 31 7 3 152 -1
41 3 9 TM-G8 11 26 6 2 91 -1
41 3 10 TM-G8 3 27 6 3 91 -1
41 3 11 TM-G8 7 27 6 3 91 -1
41 3 12 TM-G8 3 31 7 3 260 -1
41 3 13 TM-G8 7 31 7 3 260 -1
41 3 14 TM-G8 11 31 7 3 260 -1
41 3 15 TM-G8 8 25 6 1 199 -1
41 3 16 TM-G8 0 26 6 2 199 -1
41 3 17 TM-G8 4 26 6 2 199 -1
41 3 18 TM-G8 11 30 7 2 344 -1
41 3 19 TM-G8 3 31 7 3 344 -1
41 3 20 TM-G8 7 31 7 3 344 -1
41 3 21 TM-G8 11 26 6 2 283 -1
41 3 22 TM-G8 3 27 6 3 283 -1
41 3 23 TM-G8 7 27 6 3 283 -1
41 3 24 TM-G8 3 31 7 3 452 -1
41 3 25 TM-G8 7 31 7 3 452 -1
41 3 26 TM-G8 11 31 7 3 452 -1
41 3 27 TM-G8 8 25 6 1 391 -1
41 3 28 TM-G8 0 26 6 2 391 -1
41 3 29 TM-G8 4 26 6 2 391 -1
41 3 30 TM-G8 11 30 7 2 536 -1
41 3 31 TM-G8 3 31 7 3 536 -1
41 3 32 TM-G8 7 31 7 3 536 -1
41 3 33 TM-G8 11 26 6 2 475 -1
41 3 34 TM-G8 3 27 6 3 475 -1
41 3 35 TM-G8 7 27 6 3 475 -1
41 4 -4 ML-53C 7 26 6 2 475 -1
41 4 -3 ML-F3C 4 26 6 2 475 -1
41 4 -2 ML-F3C 11 25 6 1 475 -1
41 4 -1 ML-F3C 6 25 6 1 475 -1
41 4 0 ML-F3C 8 30 7 2 68 -1
41 4 1 ML-F3C 1 30 7 2 68 -1
41 4 2 ML-F3C 9 24 6 0 7 -1
41 4 3 ML-F3C 5 24 6 0 7 -1
41 4 4 ML-F3C 5 30 7 2 152 -1
41 4 5 ML-F3C 1 30 7 2 152 -1
41 4 6 ML-F3C 8 29 7 1 152 -1
41 4 7 ML-53C 9 29 7 1 152 -1
41 5 -3 ML-53C 5 26 6 2 475 -1
41 5 -2 ML-F3C 0 26 6 2 475 -1
41 5 -1 ML-F3C 7 25 6 1 475 -1
41 5 0 ML-F3C 9 30 7 2 68 -1
